,HomeTeam,AwayTeam,FTR,Home_Days_Rest,Away_Days_Rest,Home_Avg_Scored_5,Home_Avg_Conceded_5,Home_Avg_Shots_Last_5,Home_Avg_Shots_Conceded_Last_5,Home_Wins_Last_5,Home_Losses_Last_5,Home_Total_Points,Home_Points_Last_5,Away_Avg_Scored_5,Away_Avg_Conceded_5,Away_Avg_Shots_Last_5,Away_Avg_Shots_Conceded_Last_5,Away_Wins_Last_5,Away_Losses_Last_5,Away_Total_Points,Away_Points_Last_5,Home_ELO_Score,Away_ELO_Score,ELO_Diff
258,FC Koln,Werder Bremen,H,7.0,8.0,1.4,2.0,12.0,12.2,0.0,2.0,27.0,3.0,1.6,1.0,13.8,9.4,3.0,2.0,28.0,9.0,1531.8340287465812,1562.8540636001862,-31.02003485360501
259,Stuttgart,Hamburg,H,8.0,8.0,2.4,1.2,14.8,11.0,3.0,1.0,53.0,10.0,1.2,1.4,9.4,16.0,1.0,2.0,31.0,5.0,1625.995322217327,1568.569049288091,57.42627292923589
260,Mainz,Freiburg,A,8.0,8.0,1.8,1.0,10.8,13.4,3.0,0.0,33.0,11.0,1.4,2.0,14.4,14.8,1.0,3.0,37.0,4.0,1626.8098429425138,1632.8935305792395,-6.083687636725699
261,St Pauli,FC Koln,D,6.0,5.0,0.4,2.0,9.2,13.8,0.0,3.0,25.0,2.0,2.0,1.8,15.0,10.6,1.0,1.0,30.0,6.0,1521.6028211645169,1540.00187640281,-18.39905523829316
264,Hoffenheim,Dortmund,H,8.0,7.0,1.6,2.4,14.8,10.4,1.0,2.0,51.0,5.0,1.8,0.8,14.4,9.8,4.0,1.0,64.0,12.0,1699.5263874685445,1848.8748905190978,-149.3485030505533
265,Leverkusen,Augsburg,A,7.0,8.0,2.8,2.0,17.6,13.2,2.0,0.0,52.0,9.0,1.2,2.4,14.2,15.4,0.0,3.0,33.0,2.0,1800.7859815239524,1571.9070576679514,228.87892385600094
262,Union Berlin,Wolfsburg,A,7.0,7.0,0.8,2.4,9.8,16.2,1.0,3.0,32.0,4.0,1.2,2.4,12.4,14.8,0.0,4.0,21.0,1.0,1569.7459281819831,1520.2627054047343,49.483222777248784
263,Werder Bremen,Hamburg,H,6.0,6.0,1.4,1.6,11.6,12.6,2.0,3.0,28.0,6.0,1.2,2.0,9.2,17.8,1.0,2.0,31.0,5.0,1554.6862159439574,1562.2975282190182,-7.6113122750607545
266,Ein Frankfurt,RB Leipzig,A,7.0,7.0,1.2,1.0,12.4,11.6,2.0,1.0,42.0,8.0,2.0,0.6,14.2,13.0,4.0,1.0,56.0,12.0,1641.1805464610634,1738.2093622086172,-97.02881574755384
268,Freiburg,Heidenheim,H,7.0,8.0,1.6,1.6,15.2,13.8,2.0,2.0,40.0,7.0,2.0,2.2,8.4,13.4,1.0,2.0,19.0,5.0,1640.262217045274,1490.380519555635,149.881697489639
267,Bayern Munich,Stuttgart,H,8.0,7.0,3.4,0.8,20.2,11.0,4.0,0.0,76.0,13.0,2.4,1.2,14.6,10.8,3.0,1.0,56.0,10.0,1945.251262450939,1632.2668432863998,312.9844191645393
269,M'gladbach,Mainz,D,8.0,7.0,1.6,2.0,11.8,15.4,1.0,2.0,30.0,5.0,1.6,1.0,11.2,12.6,3.0,1.0,33.0,10.0,1571.8674086232588,1619.4411564764794,-47.57374785322054
